iter	Passed	Remaining
1666	24680	34541
1667	24691	34520
1668	24702	34500
1669	24712	34479
1670	24722	34458
1671	24732	34436
1672	24742	34414
1673	24752	34393
1674	24762	34371
1675	24772	34349
1676	24781	34327
1677	24790	34305
1678	24800	34283
1679	24809	34261
1680	24827	34250
1681	24864	34265
1682	24881	34254
1683	24891	34233
1684	24901	34211
1685	24911	34189
1686	24920	34167
1687	24930	34145
1688	24939	34123
1689	24949	34102
1690	24960	34082
1691	24970	34061
1692	24979	34039
1693	24988	34016
1694	24999	33996
1695	25009	33975
1696	25018	33952
1697	25027	33930
1698	25037	33909
1699	25046	33886
1700	25057	33866
1701	25069	33848
1702	25080	33828
1703	25092	33810
1704	25102	33788
1705	25111	33767
1706	25123	33747
1707	25133	33726
1708	25143	33706
1709	25153	33685
1710	25163	33664
1711	25173	33643
1712	25183	33622
1713	25193	33601
1714	25203	33580
1715	25214	33559
1716	25223	33538
1717	25233	33517
1718	25245	33498
1719	25255	33478
1720	25268	33461
1721	25281	33444
1722	25295	33429
1723	25309	33413
1724	25323	33397
1725	25337	33382
1726	25350	33365
1727	25362	33347
1728	25376	33330
1729	25389	33315
1730	25400	33294
1731	25410	33274
1732	25420	33252
1733	25430	33232
1734	25443	33216
1735	25454	33196
1736	25466	33177
1737	25480	33162
1738	25489	33140
1739	25508	33131
1740	25521	33114
1741	25534	33098
1742	25551	33086
1743	25571	33079
1744	25586	33064
1745	25598	33046
1746	25611	33030
1747	25622	33009
1748	25633	32991
1749	25645	32972
1750	25658	32956
1751	25675	32944
1752	25688	32927
1753	25699	32908
1754	25710	32888
1755	25723	32872
1756	25732	32850
1757	25746	32834
1758	25759	32818
1759	25770	32798
1760	25780	32778
1761	25794	32762
1762	25808	32746
1763	25825	32735
1764	25878	32769
1765	25895	32757
1766	25905	32737
1767	25915	32717
1768	25926	32697
1769	25936	32677
1770	25946	32656
1771	25956	32635
1772	25966	32615
1773	25976	32594
1774	25985	32573
1775	25994	32552
1776	26004	32530
1777	26014	32510
1778	26023	32488
1779	26034	32469
1780	26043	32448
1781	26052	32426
1782	26062	32406
1783	26073	32387
1784	26086	32370
1785	26098	32352
1786	26108	32331
1787	26117	32310
1788	26126	32289
1789	26136	32268
1790	26145	32247
1791	26154	32226
1792	26164	32205
1793	26173	32184
1794	26183	32164
1795	26193	32144
1796	26203	32123
1797	26213	32103
1798	26223	32083
1799	26233	32062
1800	26242	32042
1801	26252	32021
1802	26262	32001
1803	26273	31982
1804	26286	31966
1805	26301	31952
1806	26313	31934
1807	26326	31918
1808	26340	31902
1809	26352	31885
1810	26364	31867
1811	26376	31850
1812	26394	31839
1813	26404	31819
1814	26414	31799
1815	26424	31778
1816	26434	31758
1817	26443	31738
1818	26453	31718
1819	26462	31696
1820	26475	31680
1821	26487	31663
1822	26499	31644
1823	26509	31625
1824	26521	31607
1825	26531	31587
1826	26541	31568
1827	26552	31549
1828	26563	31530
1829	26573	31510
1830	26584	31492
1831	26596	31474
1832	26605	31453
1833	26623	31443
1834	26636	31426
1835	26648	31409
1836	26660	31391
1837	26672	31374
1838	26686	31358
1839	26701	31345
1840	26713	31328
1841	26724	31309
1842	26735	31290
1843	26752	31278
1844	26763	31260
1845	26773	31241
1846	26785	31222
1847	26797	31205
1848	26812	31191
1849	26826	31176
1850	26859	31183
1851	26893	31191
1852	26908	31178
1853	26919	31158
1854	26955	31169
1855	27001	31191
1856	27035	31199
1857	27078	31217
1858	27121	31235
1859	27168	31258
1860	27218	31284
1861	27258	31298
1862	27303	31319
1863	27352	31344
1864	27394	31360
1865	27432	31372
1866	27472	31386
1867	27509	31397
1868	27550	31413
1869	27587	31422
1870	27623	31432
1871	27673	31458
1872	27712	31470
1873	27755	31487
1874	27796	31502
1875	27840	31521
1876	27973	31639
1877	28114	31766
1878	28154	31780
1879	28194	31793
1880	28241	31814
1881	28281	31827
1882	28318	31838
1883	28348	31839
1884	28385	31849
1885	28428	31864
1886	28465	31874
1887	28506	31888
1888	28536	31889
1889	28564	31889
1890	28593	31890
1891	28636	31906
1892	28676	31918
1893	28720	31935
1894	28769	31957
1895	28810	31971
1896	28850	31983
1897	28891	31996
1898	28911	31986
1899	28926	31970
1900	28938	31953
1901	28951	31935
1902	28967	31920
1903	28983	31906
1904	28998	31890
1905	29010	31872
1906	29025	31856
1907	29039	31839
1908	29051	31821
1909	29064	31803
1910	29114	31826
1911	29129	31811
1912	29143	31794
1913	29153	31773
1914	29163	31752
1915	29172	31730
1916	29182	31709
1917	29191	31687
1918	29201	31666
1919	29210	31644
1920	29219	31622
1921	29229	31602
1922	29240	31581
1923	29250	31561
1924	29265	31545
1925	29275	31524
1926	29286	31505
1927	29296	31484
1928	29307	31464
1929	29318	31445
1930	29334	31430
1931	29344	31410
1932	29354	31389
1933	29363	31367
1934	29378	31352
1935	29391	31335
1936	29404	31316
1937	29417	31299
1938	29430	31281
1939	29444	31265
1940	29458	31249
1941	29470	31231
1942	29483	31213
1943	29495	31195
1944	29509	31178
1945	29526	31164
1946	29538	31146
1947	29549	31126
1948	29559	31106
1949	29570	31086
1950	29579	31065
1951	29589	31045
1952	29599	31024
1953	29609	31003
1954	29618	30981
1955	29627	30960
1956	29637	30940
1957	29647	30919
1958	29658	30899
1959	29667	30878
1960	29678	30858
1961	29687	30837
1962	29697	30816
1963	29709	30798
1964	29719	30778
1965	29740	30769
1966	29750	30748
1967	29759	30727
1968	29769	30707
1969	29778	30685
1970	29788	30664
1971	29798	30644
1972	29809	30625
1973	29819	30605
1974	29829	30584
1975	29839	30564
1976	29848	30543
1977	29858	30522
1978	29869	30502
1979	29879	30483
1980	29890	30463
1981	29901	30444
1982	29912	30425
1983	29927	30409
1984	29937	30389
1985	29946	30369
1986	29957	30349
1987	29971	30332
1988	29980	30311
1989	29989	30291
1990	30000	30271
1991	30008	30249
1992	30018	30229
1993	30029	30209
1994	30038	30189
1995	30048	30168
1996	30057	30147
1997	30066	30126
1998	30075	30105
1999	30150	30150
2000	30162	30131
2001	30176	30116
2002	30189	30098
2003	30199	30078
2004	30209	30058
2005	30217	30037
2006	30232	30021
2007	30241	30000
2008	30253	29982
2009	30264	29963
2010	30274	29942
2011	30283	29922
2012	30292	29901
2013	30303	29882
2014	30312	29861
2015	30322	29841
2016	30331	29820
2017	30341	29799
2018	30355	29784
2019	30364	29763
2020	30375	29743
2021	30386	29725
2022	30398	29707
2023	30408	29687
2024	30418	29667
2025	30428	29647
2026	30438	29627
2027	30448	29607
2028	30457	29586
2029	30466	29566
2030	30476	29545
2031	30486	29526
2032	30496	29506
2033	30506	29486
2034	30516	29466
2035	30525	29446
2036	30536	29426
2037	30547	29407
2038	30558	29389
2039	30571	29372
2040	30587	29358
2041	30602	29343
2042	30616	29327
2043	30629	29310
2044	30643	29294
2045	30660	29281
2046	30673	29265
2047	30686	29247
2048	30698	29230
2049	30712	29214
2050	30722	29195
2051	30733	29176
2052	30743	29156
2053	30754	29137
2054	30765	29118
2055	30776	29100
2056	30788	29082
2057	30799	29063
2058	30810	29044
2059	30820	29024
2060	30831	29006
2061	30841	28986
2062	30850	28965
2063	30860	28946
2064	30870	28927
2065	30880	28907
2066	30889	28887
2067	30899	28867
2068	30909	28847
2069	30919	28828
2070	30929	28808
2071	30939	28789
2072	30951	28771
2073	30961	28752
2074	30974	28735
2075	30984	28715
2076	30995	28697
2077	31006	28678
2078	31015	28658
2079	31025	28638
2080	31035	28619
2081	31045	28600
2082	31055	28580
2083	31064	28560
2084	31075	28541
2085	31085	28522
2086	31094	28502
2087	31104	28482
2088	31239	28577
2089	31252	28561
2090	31264	28543
2091	31275	28525
2092	31288	28507
2093	31303	28492
2094	31312	28472
2095	31322	28453
2096	31333	28434
2097	31343	28415
2098	31354	28397
2099	31365	28378
2100	31376	28359
2101	31385	28339
2102	31395	28320
2103	31405	28300
2104	31414	28280
2105	31426	28262
2106	31437	28244
2107	31449	28227
2108	31460	28208
2109	31471	28189
2110	31480	28170
2111	31489	28149
2112	31499	28130
2113	31509	28111
2114	31519	28091
2115	31528	28071
2116	31537	28051
2117	31546	28031
2118	31555	28011
2119	31565	27991
2120	31574	27972
2121	31584	27952
2122	31593	27932
2123	31602	27912
2124	31612	27893
2125	31621	27873
2126	31632	27854
2127	31643	27836
2128	31653	27817
2129	31662	27797
2130	31672	27778
2131	31686	27762
2132	31699	27746
2133	31713	27730
2134	31726	27713
2135	31739	27697
2136	31752	27681
2137	31766	27665
2138	31779	27649
2139	31792	27632
2140	31803	27614
2141	31815	27596
2142	31825	27578
2143	31838	27561
2144	31869	27560
2145	31903	27562
2146	31935	27562
2147	31967	27562
2148	31995	27558
2149	32031	27561
2150	32071	27568
2151	32102	27567
2152	32132	27565
2153	32173	27573
2154	32206	27573
2155	32339	27659
2156	32478	27750
2157	32516	27754
2158	32561	27765
2159	32600	27770
2160	32635	27772
2161	32669	27773
2162	32704	27775
2163	32735	27773
2164	32770	27775
2165	32808	27779
2166	32842	27780
2167	32871	27776
2168	32902	27775
2169	32933	27773
2170	32971	27777
2171	33015	27786
2172	33054	27791
2173	33099	27800
2174	33143	27809
2175	33183	27815
2176	33225	27823
2177	33267	27829
2178	33311	27838
2179	33350	27842
2180	33395	27852
2181	33460	27878
2182	33598	27965
2183	33716	28035
2184	33753	28037
2185	33781	28032
2186	33792	28013
2187	33806	27997
2188	33819	27979
2189	33832	27961
2190	33849	27948
2191	33858	27926
2192	33866	27905
2193	33876	27885
2194	33885	27864
2195	33895	27844
2196	33906	27825
2197	33931	27817
2198	33944	27800
2199	33957	27783
2200	33972	27767
2201	33983	27748
2202	33993	27728
2203	34008	27712
2204	34020	27694
2205	34040	27682
2206	34051	27663
2207	34063	27646
2208	34075	27627
2209	34088	27610
2210	34099	27591
2211	34111	27572
2212	34121	27552
2213	34134	27535
2214	34144	27516
2215	34156	27497
2216	34168	27479
2217	34180	27461
2218	34195	27445
2219	34213	27432
2220	34228	27416
2221	34242	27400
2222	34257	27384
2223	34271	27367
2224	34285	27351
2225	34299	27334
2226	34312	27317
2227	34325	27300
2228	34338	27282
2229	34348	27262
2230	34362	27246
2231	34376	27230
2232	34386	27210
2233	34396	27191
2234	34407	27172
2235	34421	27155
2236	34434	27137
2237	34447	27121
2238	34458	27101
2239	34467	27081
2240	34477	27062
2241	34486	27041
2242	34496	27021
2243	34505	27001
2244	34516	26982
2245	34526	26963
2246	34535	26943
2247	34545	26923
2248	34554	26903
2249	34563	26882
2250	34572	26862
2251	34583	26843
2252	34594	26825
2253	34606	26807
2254	34620	26790
2255	34631	26772
2256	34643	26753
2257	34653	26734
2258	34664	26715
2259	34734	26742
2260	34747	26724
2261	34760	26708
2262	34773	26690
2263	34783	26671
2264	34792	26651
2265	34802	26631
2266	34812	26612
2267	34825	26595
2268	34836	26576
2269	34845	26556
2270	34855	26536
2271	34865	26517
2272	34877	26499
2273	34889	26481
2274	34900	26463
2275	34910	26443
2276	34923	26426
2277	34935	26408
2278	34945	26389
2279	34956	26371
2280	34968	26352
2281	34979	26333
2282	34993	26318
2283	35005	26299
2284	35019	26283
2285	35031	26265
2286	35043	26248
2287	35057	26231
2288	35068	26213
2289	35079	26194
2290	35090	26176
2291	35101	26157
2292	35112	26139
2293	35122	26119
2294	35133	26101
2295	35145	26083
2296	35159	26067
2297	35173	26050
2298	35186	26034
2299	35200	26017
2300	35212	26000
2301	35230	25986
2302	35243	25969
2303	35257	25953
2304	35271	25936
2305	35284	25920
2306	35304	25908
2307	35319	25892
2308	35330	25874
2309	35341	25855
2310	35352	25837
2311	35365	25820
2312	35378	25803
2313	35391	25786
2314	35401	25767
2315	35411	25748
2316	35426	25732
2317	35439	25715
2318	35451	25697
2319	35464	25681
2320	35475	25662
2321	35494	25649
2322	35504	25631
2323	35515	25612
2324	35525	25593
2325	35534	25574
2326	35544	25555
2327	35556	25537
2328	35568	25519
2329	35579	25501
2330	35589	25481
2331	35598	25462
2332	35609	25443
2333	35619	25424
2334	35634	25409
2335	35645	25391
2336	35656	25372
2337	35665	25353
2338	35674	25333
2339	35685	25315
2340	35695	25296
2341	35774	25326
2342	35788	25310
2343	35801	25292
2344	35816	25277
2345	35826	25258
2346	35838	25241
2347	35851	25224
2348	35864	25207
2349	35876	25190
2350	35887	25171
2351	35897	25152
2352	35907	25133
2353	35917	25114
2354	35928	25096
2355	35940	25079
2356	35951	25060
2357	35960	25041
2358	35974	25024
2359	35983	25005
2360	35992	24986
2361	36002	24967
2362	36012	24947
2363	36021	24928
2364	36030	24909
2365	36042	24891
2366	36054	24874
2367	36065	24856
2368	36075	24836
2369	36085	24818
2370	36096	24800
2371	36106	24781
2372	36116	24762
2373	36126	24744
2374	36136	24724
2375	36145	24705
2376	36155	24686
2377	36166	24668
2378	36175	24649
2379	36184	24629
2380	36195	24611
2381	36208	24594
2382	36219	24577
2383	36233	24560
2384	36248	24545
2385	36263	24530
2386	36277	24513
2387	36290	24497
2388	36305	24481
2389	36316	24464
2390	36333	24450
2391	36346	24433
2392	36357	24415
2393	36368	24397
2394	36378	24378
2395	36388	24359
2396	36398	24341
2397	36408	24322
2398	36417	24303
2399	36428	24285
2400	36438	24267
2401	36453	24251
2402	36466	24235
2403	36477	24217
2404	36488	24198
2405	36497	24180
2406	36507	24161
2407	36517	24143
2408	36528	24125
2409	36538	24105
2410	36547	24086
2411	36557	24068
2412	36567	24049
2413	36577	24031
2414	36587	24012
2415	36597	23994
2416	36606	23975
2417	36615	23956
2418	36625	23937
2419	36634	23918
2420	36644	23900
2421	36658	23883
2422	36670	23867
2423	36681	23849
2424	36692	23831
2425	36701	23812
2426	36712	23794
2427	36722	23775
2428	36967	23909
2429	37110	23976
2430	37260	24048
2431	37308	24054
2432	37358	24060
2433	37399	24062
2434	37436	24061
2435	37485	24066
2436	37521	24064
2437	37553	24059
2438	37582	24053
2439	37609	24045
2440	37643	24041
2441	37686	24043
2442	37726	24044
2443	37768	24045
2444	37809	24046
2445	37849	24046
2446	37893	24049
2447	37935	24050
2448	37974	24050
2449	38016	24051
2450	38058	24052
2451	38101	24054
2452	38143	24055
2453	38189	24059
2454	38296	24101
2455	38437	24164
2456	38558	24214
2457	38600	24215
2458	38645	24218
2459	38676	24212
2460	38697	24199
2461	38707	24180
2462	38716	24160
2463	38725	24140
2464	38735	24121
2465	38746	24102
2466	38757	24083
2467	38766	24063
2468	38778	24046
2469	38791	24028
2470	38805	24012
2471	38817	23993
2472	38827	23974
2473	38838	23956
2474	38848	23936
2475	38858	23917
2476	38878	23904
2477	38888	23885
2478	38897	23865
2479	38907	23846
2480	38916	23826
2481	38926	23807
2482	38935	23787
2483	38944	23768
2484	38956	23750
2485	38970	23733
2486	38981	23715
2487	38992	23696
2488	39002	23677
2489	39011	23657
2490	39020	23637
2491	39029	23618
2492	39041	23600
2493	39053	23582
2494	39071	23568
2495	39085	23551
2496	39099	23534
2497	39112	23517
2498	39125	23500
2499	39137	23482
2500	39150	23465
2501	39164	23448
2502	39179	23432
2503	39195	23417
2504	39208	23399
2505	39225	23384
2506	39235	23365
2507	39247	23348
2508	39258	23329
2509	39268	23310
2510	39278	23291
2511	39289	23273
2512	39299	23254
2513	39309	23235
2514	39319	23216
2515	39329	23197
2516	39339	23178
2517	39349	23159
2518	39359	23140
2519	39372	23123
2520	39384	23105
2521	39395	23087
2522	39404	23067
2523	39413	23048
2524	39422	23029
2525	39432	23010
2526	39441	22990
2527	39451	22971
2528	39461	22952
2529	39470	22933
2530	39480	22914
2531	39489	22894
2532	39498	22875
2533	39578	22897
2534	39592	22880
2535	39604	22863
2536	39617	22845
2537	39629	22828
2538	39642	22811
2539	39653	22792
2540	39662	22773
2541	39672	22754
2542	39682	22736
2543	39692	22716
2544	39701	22697
2545	39711	22678
2546	39720	22659
2547	39729	22640
2548	39740	22621
2549	39749	22602
2550	39758	22583
2551	39768	22564
2552	39780	22546
2553	39793	22529
2554	39804	22511
2555	39813	22492
2556	39824	22474
2557	39834	22455
2558	39844	22436
2559	39854	22418
2560	39864	22399
2561	39873	22380
2562	39882	22361
2563	39892	22342
2564	39902	22323
2565	39911	22304
2566	39923	22286
2567	39932	22267
2568	39941	22248
2569	39951	22230
2570	39961	22211
2571	39971	22192
2572	39985	22176
2573	39997	22158
2574	40007	22140
2575	40018	22122
2576	40031	22105
2577	40048	22090
2578	40072	22079
2579	40086	22062
2580	40099	22046
2581	40113	22029
2582	40126	22013
2583	40140	21996
2584	40152	21979
2585	40166	21962
2586	40177	21944
2587	40190	21927
2588	40202	21910
2589	40211	21891
2590	40222	21873
2591	40232	21854
2592	40241	21835
2593	40250	21816
2594	40264	21800
2595	40276	21782
2596	40287	21764
2597	40299	21747
2598	40309	21728
2599	40319	21710
2600	40328	21691
2601	40338	21672
2602	40349	21655
2603	40358	21636
2604	40368	21617
2605	40377	21598
2606	40391	21582
2607	40402	21564
2608	40412	21546
2609	40423	21528
2610	40435	21510
2611	40445	21492
2612	40455	21474
2613	40464	21455
2614	40472	21435
2615	40482	21417
2616	40493	21399
2617	40502	21380
2618	40511	21361
2619	40521	21343
2620	40531	21325
2621	40559	21316
2622	40617	21323
2623	40631	21306
2624	40644	21290
2625	40654	21271
2626	40664	21253
2627	40674	21234
2628	40684	21216
2629	40694	21198
2630	40703	21179
2631	40713	21161
2632	40723	21142
2633	40732	21123
2634	40744	21106
2635	40753	21088
2636	40763	21069
2637	40773	21051
2638	40783	21033
2639	40792	21014
2640	40802	20996
2641	40813	20978
2642	40827	20962
2643	40838	20944
2644	40849	20926
2645	40859	20908
2646	40868	20889
2647	40878	20871
2648	40888	20853
2649	40898	20834
2650	40907	20816
2651	40918	20798
2652	40928	20780
2653	40937	20761
2654	40948	20744
2655	40958	20725
2656	40967	20707
2657	40977	20688
2658	40986	20670
2659	40995	20651
2660	41005	20633
2661	41017	20616
2662	41030	20600
2663	41043	20583
2664	41057	20567
2665	41072	20551
2666	41085	20535
2667	41101	20519
2668	41114	20503
2669	41128	20487
2670	41142	20470
2671	41151	20452
2672	41161	20434
2673	41172	20416
2674	41182	20398
2675	41191	20380
2676	41201	20362
2677	41211	20344
2678	41223	20326
2679	41236	20310
2680	41244	20291
2681	41254	20273
2682	41264	20255
2683	41275	20237
2684	41285	20219
2685	41294	20201
2686	41305	20183
2687	41313	20165
2688	41323	20146
2689	41332	20128
2690	41341	20110
2691	41351	20092
2692	41360	20073
2693	41371	20056
2694	41381	20038
2695	41390	20019
2696	41399	20001
2697	41408	19982
2698	41421	19966
2699	41431	19948
2700	41442	19930
2701	41452	19913
2702	41463	19895
2703	41473	19877
2704	41483	19859
2705	41492	19841
2706	41501	19823
2707	41511	19805
2708	41521	19787
2709	41530	19768
2710	41540	19751
2711	41550	19733
2712	41560	19715
2713	41569	19697
2714	41720	19746
2715	41732	19729
2716	41745	19712
2717	41756	19695
2718	41765	19677
2719	41774	19658
2720	41783	19640
2721	41792	19621
2722	41801	19603
2723	41809	19584
2724	41818	19566
2725	41827	19548
2726	41836	19529
2727	41847	19512
2728	41856	19494
2729	41865	19475
2730	41879	19460
2731	41891	19443
2732	41905	19427
2733	41921	19411
2734	41939	19397
2735	41950	19380
2736	41961	19363
2737	41971	19345
2738	41979	19327
2739	41990	19309
2740	41999	19291
2741	42008	19273
2742	42018	19255
2743	42028	19237
2744	42037	19219
2745	42048	19202
2746	42058	19184
2747	42069	19167
2748	42080	19149
2749	42089	19131
2750	42098	19113
2751	42108	19095
2752	42120	19079
2753	42133	19062
2754	42145	19045
2755	42159	19029
2756	42172	19013
2757	42185	18997
2758	42196	18980
2759	42210	18963
2760	42221	18947
2761	42234	18930
2762	42243	18912
2763	42254	18895
2764	42263	18877
2765	42273	18859
2766	42282	18841
2767	42291	18823
2768	42301	18805
2769	42310	18787
2770	42322	18771
2771	42336	18755
2772	42346	18737
2773	42357	18720
2774	42366	18702
2775	42376	18684
2776	42385	18666
2777	42395	18649
2778	42404	18631
2779	42414	18613
2780	42423	18595
2781	42432	18577
2782	42442	18559
2783	42452	18542
2784	42462	18524
2785	42473	18507
2786	42482	18490
2787	42492	18472
2788	42501	18454
2789	42510	18436
2790	42525	18421
2791	42537	18404
2792	42547	18387
2793	42557	18369
2794	42567	18352
2795	42577	18334
2796	42587	18316
2797	42596	18299
2798	42606	18281
2799	42615	18263
2800	42625	18246
2801	42635	18228
2802	42645	18211
2803	42655	18193
2804	42664	18176
2805	42676	18159
2806	42783	18183
2807	42817	18176
2808	42830	18159
2809	42843	18143
2810	42856	18127
2811	42868	18111
2812	42878	18093
2813	42888	18075
2814	42896	18057
2815	42906	18040
2816	42915	18022
2817	42925	18005
2818	42934	17987
2819	42945	17969
2820	42955	17952
2821	42966	17935
2822	42979	17919
2823	42990	17902
2824	43001	17885
2825	43010	17867
2826	43021	17850
2827	43031	17833
2828	43041	17815
2829	43051	17798
2830	43061	17781
2831	43070	17763
2832	43080	17746
2833	43090	17728
2834	43100	17711
2835	43110	17693
2836	43120	17676
2837	43131	17659
2838	43141	17642
2839	43151	17625
2840	43161	17607
2841	43175	17592
2842	43186	17575
2843	43197	17558
2844	43207	17540
2845	43218	17524
2846	43228	17507
2847	43241	17490
2848	43253	17474
2849	43268	17459
2850	43289	17446
2851	43302	17430
2852	43315	17414
2853	43330	17398
2854	43344	17383
2855	43359	17368
2856	43372	17352
2857	43387	17336
2858	43401	17321
2859	43415	17305
2860	43430	17290
2861	43440	17272
2862	43450	17255
2863	43460	17238
2864	43470	17221
2865	43481	17204
2866	43490	17187
2867	43500	17169
2868	43509	17152
2869	43519	17134
2870	43528	17117
2871	43538	17100
2872	43547	17082
2873	43557	17065
2874	43571	17049
2875	43604	17041
2876	43644	17036
2877	43676	17027
2878	43706	17018
2879	43737	17008
2880	43764	16998
2881	43904	17031
2882	44036	17061
2883	44159	17088
2884	44194	17080
2885	44231	17073
2886	44270	17067
2887	44317	17063
2888	44352	17056
2889	44380	17045
2890	44409	17035
2891	44439	17025
2892	44471	17016
2893	44510	17010
2894	44544	17002
2895	44583	16996
2896	44617	16987
2897	44647	16977
2898	44689	16972
2899	44729	16966
2900	44769	16960
2901	44810	16954
2902	44849	16947
2903	44885	16940
2904	44924	16933
2905	44961	16926
2906	45005	16921
2907	45044	16914
2908	45083	16908
2909	45173	16920
2910	45307	16949
2911	45437	16976
2912	45473	16968
2913	45492	16954
2914	45507	16938
2915	45518	16921
2916	45528	16903
2917	45537	16885
2918	45545	16867
2919	45554	16849
2920	45562	16830
2921	45571	16812
2922	45580	16794
2923	45589	16776
2924	45598	16758
2925	45607	16740
2926	45616	16722
2927	45625	16704
2928	45633	16686
2929	45642	16668
2930	45651	16650
2931	45660	16632
2932	45671	16614
2933	45679	16596
2934	45691	16579
2935	45701	16562
2936	45710	16544
2937	45720	16526
2938	45730	16509
2939	45739	16491
2940	45749	16473
2941	45758	16455
2942	45766	16437
2943	45777	16420
2944	45786	16402
2945	45795	16384
2946	45804	16366
2947	45814	16348
2948	45823	16331
2949	45832	16313
2950	45842	16295
2951	45852	16278
2952	45861	16260
2953	45871	16243
2954	45884	16226
2955	45899	16210
2956	45914	16194
2957	45926	16178
2958	45939	16161
2959	45951	16144
2960	45965	16128
2961	45976	16112
2962	45988	16095
2963	45999	16077
2964	46009	16060
2965	46018	16042
2966	46028	16025
2967	46038	16008
2968	46048	15990
2969	46057	15972
2970	46071	15956
2971	46080	15938
2972	46090	15921
2973	46102	15904
2974	46112	15887
2975	46123	15870
2976	46133	15853
2977	46143	15835
2978	46152	15818
2979	46161	15800
2980	46172	15783
2981	46182	15765
2982	46191	15748
2983	46200	15730
2984	46211	15713
2985	46220	15695
2986	46230	15678
2987	46240	15661
2988	46249	15643
2989	46259	15626
2990	46270	15609
2991	46283	15592
2992	46296	15576
2993	46306	15559
2994	46315	15541
2995	46326	15524
2996	46336	15507
2997	46346	15489
2998	46356	15472
2999	46367	15455
3000	46377	15438
3001	46387	15421
3002	46397	15404
3003	46407	15386
3004	46571	15420
3005	46582	15403
3006	46595	15387
3007	46607	15370
3008	46618	15353
3009	46632	15337
3010	46644	15321
3011	46654	15303
3012	46663	15285
3013	46677	15269
3014	46693	15254
3015	46704	15237
3016	46716	15221
3017	46735	15206
3018	46745	15189
3019	46755	15172
3020	46764	15154
3021	46777	15138
3022	46790	15122
3023	46802	15105
3024	46816	15089
3025	46825	15072
3026	46834	15054
3027	46843	15037
3028	46853	15019
3029	46862	15002
3030	46878	14986
3031	46891	14970
3032	46906	14954
3033	46920	14939
3034	46932	14922
3035	46944	14905
3036	46954	14888
3037	46963	14871
3038	46974	14854
3039	46988	14838
3040	46998	14821
3041	47007	14803
3042	47017	14786
3043	47030	14770
3044	47042	14753
3045	47055	14737
3046	47073	14723
3047	47086	14706
3048	47099	14690
3049	47112	14674
3050	47125	14658
3051	47136	14641
3052	47150	14625
3053	47165	14609
3054	47180	14594
3055	47195	14578
3056	47208	14562
3057	47218	14545
3058	47230	14528
3059	47241	14511
3060	47251	14494
3061	47261	14478
3062	47272	14461
3063	47281	14443
3064	47291	14426
3065	47301	14409
3066	47311	14392
3067	47320	14375
3068	47329	14357
3069	47338	14340
3070	47347	14323
3071	47357	14305
3072	47366	14288
3073	47379	14272
3074	47391	14256
3075	47404	14239
3076	47414	14222
3077	47424	14205
3078	47434	14188
3079	47445	14172
3080	47455	14154
3081	47463	14137
3082	47472	14120
3083	47481	14102
3084	47491	14085
3085	47501	14068
3086	47512	14052
3087	47521	14034
3088	47531	14017
3089	47621	14024
3090	47644	14011
3091	47656	13994
3092	47668	13978
3093	47681	13962
3094	47690	13945
3095	47700	13928
3096	47710	13911
3097	47720	13893
3098	47729	13876
3099	47738	13859
3100	47749	13842
3101	47758	13825
3102	47768	13808
3103	47778	13791
3104	47788	13774
3105	47797	13757
3106	47807	13740
3107	47818	13723
3108	47831	13707
3109	47841	13690
3110	47851	13673
3111	47860	13656
3112	47870	13640
3113	47880	13623
3114	47892	13606
3115	47901	13589
3116	47910	13572
3117	47920	13555
3118	47929	13538
3119	47939	13521
3120	47948	13504
3121	47958	13487
3122	47968	13470
3123	47977	13453
3124	47987	13436
3125	47997	13419
3126	48006	13402
3127	48022	13387
3128	48034	13370
3129	48045	13354
3130	48056	13338
3131	48072	13322
3132	48087	13307
3133	48102	13291
3134	48117	13276
3135	48130	13260
3136	48145	13244
3137	48163	13230
3138	48176	13214
3139	48188	13198
3140	48199	13181
3141	48211	13165
3142	48224	13149
3143	48237	13133
3144	48247	13116
3145	48258	13100
3146	48268	13083
3147	48278	13066
3148	48287	13049
3149	48297	13032
3150	48307	13015
3151	48317	12999
3152	48326	12982
3153	48335	12965
3154	48346	12948
3155	48356	12931
3156	48367	12915
3157	48378	12898
3158	48388	12882
3159	48400	12865
3160	48409	12848
3161	48423	12833
3162	48433	12816
3163	48445	12800
3164	48455	12783
3165	48465	12766
3166	48475	12750
3167	48485	12733
3168	48494	12716
3169	48504	12699
3170	48515	12683
3171	48525	12666
3172	48534	12649
3173	48545	12633
3174	48555	12616
3175	48565	12600
3176	48575	12583
3177	48585	12566
3178	48594	12549
3179	48696	12556
3180	48706	12540
3181	48721	12524
3182	48734	12508
3183	48744	12492
3184	48754	12475
3185	48764	12458
3186	48774	12442
3187	48784	12425
3188	48794	12409
3189	48804	12392
3190	48815	12375
3191	48827	12359
3192	48837	12343
3193	48847	12326
3194	48857	12309
3195	48867	12293
3196	48876	12276
3197	48885	12259
3198	48900	12244
3199	48911	12227
3200	48922	12211
3201	48933	12195
3202	48943	12178
3203	48952	12161
3204	48962	12145
3205	48971	12128
3206	48981	12111
3207	48991	12095
3208	49001	12078
3209	49011	12061
3210	49020	12045
3211	49029	12028
3212	49039	12011
3213	49050	11995
3214	49061	11979
3215	49071	11962
3216	49082	11946
3217	49093	11930
3218	49104	11913
3219	49117	11898
