iter	RMSE
395	24.64773872
396	24.63781606
397	24.63555955
398	24.61700294
399	24.6138105
400	24.60688949
401	24.60118378
402	24.58287445
403	24.57002794
404	24.56669365
405	24.56039145
406	24.5560995
407	24.5527402
408	24.54563253
409	24.53654224
410	24.52881807
411	24.52603513
412	24.52045209
413	24.51854435
414	24.51636569
415	24.50530296
416	24.49323561
417	24.4909463
418	24.48523296
419	24.4833297
420	24.47939588
421	24.47489089
422	24.47149743
423	24.46587662
424	24.45932584
425	24.44897771
426	24.44606147
427	24.43299913
428	24.42483989
429	24.40838658
430	24.40567876
431	24.39141605
432	24.37839887
433	24.37090757
434	24.36392141
435	24.35733716
436	24.34956321
437	24.34252575
438	24.33814687
439	24.33357331
440	24.3167523
441	24.310059
442	24.30637983
443	24.296255
444	24.28470516
445	24.28226014
446	24.27938284
447	24.26500998
448	24.26012025
449	24.25629636
450	24.24560437
451	24.2397162
452	24.23295181
453	24.21893051
454	24.20658623
455	24.20361075
456	24.19892127
457	24.19653081
458	24.18496688
459	24.18257029
460	24.17902329
461	24.17474474
462	24.16444756
463	24.16240057
464	24.15929853
465	24.14890051
466	24.14343358
467	24.13928983
468	24.13169167
469	24.12681533
470	24.12399153
471	24.11998299
472	24.11238781
473	24.10305703
474	24.09624096
475	24.09037382
476	24.07509618
477	24.07106944
478	24.06677513
479	24.0618096
480	24.05708412
481	24.05499671
482	24.05103035
483	24.04922962
484	24.04579932
485	24.04433062
486	24.03900594
487	24.02969793
488	24.02747033
489	24.02190947
490	24.01858355
491	24.01382702
492	24.00792756
493	24.00644349
494	24.00083416
495	23.99685054
496	23.98737406
497	23.98472547
498	23.98001777
499	23.97543608
500	23.96418658
501	23.9610575
502	23.95261366
503	23.95123055
504	23.94961112
505	23.94490441
506	23.94192883
507	23.93900608
508	23.92935084
509	23.91791957
510	23.91362544
511	23.90178609
512	23.89820453
513	23.8914457
514	23.88544207
515	23.88234
516	23.88152522
517	23.87319056
518	23.8670506
519	23.86407089
520	23.85798454
521	23.85364037
522	23.85024847
523	23.84808892
524	23.84161415
525	23.83949706
526	23.8263242
527	23.82460286
528	23.81713811
529	23.81323207
530	23.81046814
531	23.80718928
532	23.80434613
533	23.80274535
534	23.79957238
535	23.79878246
536	23.79565772
537	23.79138109
538	23.780719
539	23.77482101
540	23.77229615
541	23.76828247
542	23.76290968
543	23.75718755
544	23.75176358
545	23.74636749
546	23.74342915
547	23.73846634
548	23.73622204
549	23.73491783
550	23.72983089
551	23.72697758
552	23.72312216
553	23.72082803
554	23.71870978
555	23.717056
556	23.71547654
557	23.70913412
558	23.70724299
559	23.70651671
560	23.70110078
561	23.69262971
562	23.68714675
563	23.68443845
564	23.68289034
565	23.67931034
566	23.67258076
567	23.67097126
568	23.66772377
569	23.65802019
570	23.65299903
571	23.6460126
572	23.63888265
573	23.63512472
574	23.63202698
575	23.62991298
576	23.62611657
577	23.62497199
578	23.623861
579	23.61948072
580	23.61748663
581	23.61460553
582	23.61094741
583	23.60896214
584	23.59348431
585	23.59137583
586	23.586716
587	23.58448286
588	23.57614076
589	23.57471388
590	23.57325581
591	23.5719243
592	23.56566678
593	23.56097652
594	23.55866695
595	23.55179413
596	23.54877484
597	23.54383211
598	23.53701449
599	23.52792772
600	23.52650833
601	23.51922103
602	23.51766172
603	23.50941263
604	23.50809951
605	23.50255367
606	23.5002841
607	23.49228903
608	23.48906218
609	23.48363229
610	23.47702
611	23.47063673
612	23.4682533
613	23.46050555
614	23.44618412
615	23.44276981
616	23.43943885
617	23.43450793
618	23.42745398
619	23.41412236
620	23.41144291
621	23.40315458
622	23.39913777
623	23.39742407
624	23.39200124
625	23.38718232
626	23.38541788
627	23.38024806
628	23.37480027
629	23.37269149
630	23.37023607
631	23.368087
632	23.36401097
633	23.36176043
634	23.35722017
635	23.35157622
636	23.34905913
637	23.34264158
638	23.34077907
639	23.33837125
640	23.33584783
641	23.33369125
642	23.32894118
643	23.327059
644	23.32344113
645	23.31958561
646	23.31798113
647	23.31678607
648	23.31290163
649	23.30592329
650	23.30470883
651	23.30351702
652	23.29672174
653	23.29427936
654	23.28856596
655	23.28421009
656	23.28265805
657	23.28024923
658	23.27703334
659	23.26986502
660	23.25303356
661	23.25110041
662	23.24763771
663	23.2459226
664	23.244691
665	23.24337246
666	23.24092204
667	23.23290713
668	23.22838297
669	23.22576069
670	23.2231586
671	23.21831958
672	23.2134568
673	23.21015696
674	23.20553161
675	23.20278541
676	23.1978549
677	23.19579687
678	23.19316692
679	23.19166622
680	23.18684349
681	23.18161232
682	23.18093753
683	23.17959566
684	23.17040607
685	23.16800997
686	23.15818746
687	23.1494236
688	23.14778095
689	23.14235378
690	23.14076296
691	23.13639575
692	23.13111097
693	23.12674787
694	23.1253846
695	23.12170152
696	23.11975196
697	23.11123822
698	23.10746947
699	23.09892288
700	23.09501467
701	23.09102824
702	23.08403479
703	23.07798937
704	23.07540465
705	23.07419125
706	23.07001781
707	23.06864561
708	23.06562648
709	23.06465726
710	23.06295213
711	23.05976846
712	23.05430288
713	23.04618992
714	23.04234264
715	23.03805482
716	23.03704593
717	23.03379603
718	23.02812484
719	23.02566985
720	23.02369947
721	23.01968013
722	23.01754567
723	23.00799221
724	23.00672333
725	23.00576726
726	22.9996538
727	22.99586943
728	22.99003017
729	22.9889863
730	22.98713956
731	22.9860686
732	22.98089185
733	22.97597733
734	22.97230014
735	22.9685954
736	22.96437575
737	22.96172686
738	22.95440598
739	22.95280129
740	22.95094332
741	22.94673684
742	22.94465505
743	22.94126553
744	22.93659668
745	22.93543759
746	22.92758063
747	22.92643382
748	22.92259257
749	22.91356227
750	22.90808863
751	22.90537909
752	22.90259046
753	22.900381
754	22.89886817
755	22.89704642
756	22.89366522
757	22.88922203
758	22.88805203
759	22.8783725
760	22.87562821
761	22.87185916
762	22.86906242
763	22.86524792
764	22.86033519
765	22.85806296
766	22.85569552
767	22.85175675
768	22.84544065
769	22.84428392
770	22.83935581
771	22.83582269
772	22.83042265
773	22.82931349
774	22.82790335
775	22.82683856
776	22.8255386
777	22.81642767
778	22.81264029
779	22.81065092
780	22.80920022
781	22.80608398
782	22.80162933
783	22.79822932
784	22.79568011
785	22.79213343
786	22.78543282
787	22.78297685
788	22.78035898
789	22.77967992
790	22.77604546
791	22.77294424
792	22.76701727
793	22.76235851
794	22.75877589
795	22.75693968
796	22.75466563
797	22.75363667
798	22.7494508
799	22.74731493
800	22.74456703
801	22.74126993
802	22.73994658
803	22.73699102
804	22.7356831
805	22.73008682
806	22.72835676
807	22.72515259
808	22.72113466
809	22.71857984
810	22.71691128
811	22.71553216
812	22.71091522
813	22.7102908
814	22.70907537
815	22.70561449
816	22.70250579
817	22.70027071
818	22.69796864
819	22.69471373
820	22.69194776
821	22.68854213
822	22.68424776
823	22.68120856
824	22.67723244
825	22.67380001
826	22.6711106
827	22.66631045
828	22.66300179
829	22.65900349
830	22.6583141
831	22.65765122
832	22.65552478
833	22.65108954
834	22.64800788
835	22.64694671
836	22.6450001
837	22.64202681
838	22.63000484
839	22.62587224
840	22.62372106
841	22.62210265
842	22.61662536
843	22.60908875
844	22.60712038
845	22.59888795
846	22.59762242
847	22.59569309
848	22.59456833
849	22.5934654
850	22.58804337
851	22.57910038
852	22.57739543
853	22.57179
854	22.57079312
855	22.56981023
856	22.56541237
857	22.56110081
858	22.55386759
859	22.55199839
860	22.5480087
861	22.54661119
862	22.54531322
863	22.54312827
864	22.54172327
865	22.53923308
866	22.53616388
867	22.53510723
868	22.53054443
869	22.52950638
870	22.52818448
871	22.52616382
872	22.51746011
873	22.51023048
874	22.5079933
875	22.50665504
876	22.50293208
877	22.50223376
878	22.49806361
879	22.49715046
880	22.49218243
881	22.4909895
882	22.48908007
883	22.48607946
884	22.47951342
885	22.47641475
886	22.47393545
887	22.47180033
888	22.46470529
889	22.46148183
890	22.45637254
891	22.45436211
892	22.45246788
893	22.44451247
894	22.44025638
895	22.43316701
896	22.43038822
897	22.42783938
898	22.42503485
899	22.42402936
900	22.42235881
901	22.42064539
902	22.41921403
903	22.41659521
904	22.41312682
905	22.40874683
906	22.40316155
907	22.39921036
908	22.39703889
909	22.39597019
910	22.39432971
911	22.39163338
912	22.39061863
913	22.38561913
914	22.38166185
915	22.37767715
916	22.37420763
917	22.37166391
918	22.36823948
919	22.36345058
920	22.36186519
921	22.36130251
922	22.36056589
923	22.35592142
924	22.34939887
925	22.34831366
926	22.34734522
927	22.34158385
928	22.33850916
929	22.33576646
930	22.33508735
931	22.33308377
932	22.33142308
933	22.32743972
934	22.32643309
935	22.32296271
936	22.31936268
937	22.31779884
938	22.31370086
939	22.31029869
940	22.30424779
941	22.30227241
942	22.30130262
943	22.29913581
944	22.29417256
945	22.29323045
946	22.29156567
947	22.29010004
948	22.2873565
949	22.28258727
950	22.27643762
951	22.27495135
952	22.27106041
953	22.26779006
954	22.26448631
955	22.26396371
956	22.26175224
957	22.26077292
958	22.2567378
959	22.25476508
960	22.25394641
961	22.25328267
962	22.24865042
963	22.24677194
964	22.24430718
965	22.24093935
966	22.2373855
967	22.23665373
968	22.23430277
969	22.23271448
970	22.22406425
971	22.22151098
972	22.21967729
973	22.21842701
974	22.21235098
975	22.21157711
976	22.20943742
977	22.20620262
978	22.19930586
979	22.1955043
980	22.19446768
981	22.19156148
982	22.18772299
983	22.18661922
984	22.18453919
985	22.18174022
986	22.17838423
987	22.17471784
988	22.17367467
989	22.1688928
990	22.16538092
991	22.16187026
992	22.16105596
993	22.16055724
994	22.15878494
995	22.15343815
996	22.15219759
997	22.14785611
998	22.14363082
999	22.14320897
1000	22.14205504
1001	22.13595283
1002	22.132225
1003	22.13181787
1004	22.1310001
1005	22.13060883
1006	22.12414826
1007	22.12120477
1008	22.11789067
1009	22.11472745
1010	22.11364135
1011	22.11075707
1012	22.10915855
1013	22.10818629
1014	22.10680576
1015	22.10550779
1016	22.1037043
1017	22.09757095
1018	22.09470124
1019	22.0909815
1020	22.0900672
1021	22.08849359
1022	22.08460404
1023	22.08310267
1024	22.08093075
1025	22.07853593
1026	22.07309775
1027	22.06954075
1028	22.06617791
1029	22.06574457
1030	22.06425146
1031	22.06324261
1032	22.05894876
1033	22.05418778
1034	22.05313817
1035	22.05152978
1036	22.0495618
1037	22.04791827
1038	22.04411195
1039	22.04014676
1040	22.03761231
1041	22.03506009
1042	22.03354896
1043	22.03032162
1044	22.02964904
1045	22.02551251
1046	22.0235295
1047	22.0231838
1048	22.01808373
1049	22.0167983
1050	22.01221026
1051	22.01099799
1052	22.00952242
1053	22.00623714
1054	22.00258029
1055	22.00028615
1056	21.99767644
1057	21.99628002
1058	21.99284482
1059	21.99199761
1060	21.98732144
1061	21.98413877
1062	21.98206096
1063	21.96926322
1064	21.96757772
1065	21.96682035
1066	21.95895269
1067	21.95748809
1068	21.952157
1069	21.9460155
1070	21.94473147
1071	21.94440895
1072	21.94409698
1073	21.94150012
1074	21.93832645
1075	21.9344029
1076	21.92773124
1077	21.92580579
1078	21.92358938
1079	21.92222435
1080	21.9215505
1081	21.92062446
1082	21.91764698
1083	21.91619818
1084	21.91262678
1085	21.9072931
1086	21.90354085
1087	21.89929081
1088	21.89850581
1089	21.89692191
1090	21.89595026
1091	21.89565909
1092	21.89398739
1093	21.88453093
1094	21.88008001
1095	21.87916228
1096	21.87500759
1097	21.87265345
1098	21.87114606
1099	21.86940664
1100	21.86854246
1101	21.86776671
1102	21.8671463
1103	21.86533098
1104	21.86394856
1105	21.86300203
1106	21.86215666
1107	21.85860221
1108	21.85512445
1109	21.85380291
1110	21.8526059
1111	21.85069506
1112	21.84746099
1113	21.8452714
1114	21.84449365
1115	21.84095716
1116	21.83799722
1117	21.83504582
1118	21.82884362
1119	21.82618056
1120	21.82567684
1121	21.82245325
1122	21.81917758
1123	21.81557962
1124	21.81021072
1125	21.80841098
1126	21.80667242
1127	21.80503845
1128	21.8032725
1129	21.80154585
1130	21.79981302
1131	21.79807828
1132	21.79727304
1133	21.79656746
1134	21.79488319
1135	21.79378628
1136	21.79143135
1137	21.78705844
1138	21.78338236
1139	21.78254473
1140	21.77881264
1141	21.77578416
1142	21.76879316
1143	21.76649942
1144	21.76278953
1145	21.7580751
1146	21.75420264
1147	21.75302466
1148	21.74869893
1149	21.74466983
1150	21.74385961
1151	21.74185838
1152	21.74076866
1153	21.73977378
1154	21.73877433
1155	21.73576811
1156	21.73386397
1157	21.73257918
1158	21.72962003
1159	21.72485666
1160	21.72365637
1161	21.72254747
1162	21.7166392
1163	21.71337465
1164	21.70914917
1165	21.70826348
1166	21.7043674
1167	21.69860512
1168	21.69796672
1169	21.69538918
1170	21.69005452
1171	21.68831429
1172	21.68664352
1173	21.68585882
1174	21.68534143
1175	21.68377753
1176	21.67845232
1177	21.67566563
1178	21.67353486
1179	21.66640099
1180	21.66500169
1181	21.66281026
1182	21.65832491
1183	21.65409803
1184	21.65288408
1185	21.65148669
1186	21.6504242
1187	21.64929698
1188	21.64333678
1189	21.64095701
1190	21.64031057
1191	21.63434622
1192	21.63291279
1193	21.62843007
1194	21.62224958
1195	21.62013174
1196	21.61696774
1197	21.61568748
1198	21.61502244
1199	21.61254826
1200	21.61143518
1201	21.60845888
1202	21.60773313
1203	21.60579939
1204	21.5998087
1205	21.59840097
1206	21.59342622
1207	21.59295228
1208	21.58842169
1209	21.58463776
1210	21.58295607
1211	21.5797285
1212	21.57899856
1213	21.57821048
1214	21.57621201
1215	21.57409366
1216	21.57062219
1217	21.56945963
1218	21.56684252
1219	21.56136693
1220	21.55983987
1221	21.55825405
1222	21.5573918
1223	21.55166587
1224	21.55012584
1225	21.54753149
1226	21.5469724
1227	21.54478934
1228	21.54234012
1229	21.54168402
1230	21.53970961
1231	21.5355426
1232	21.52828653
1233	21.52228159
1234	21.5211234
1235	21.51714769
1236	21.51509768
1237	21.51341879
1238	21.51043497
1239	21.50786071
1240	21.5065416
1241	21.50368805
1242	21.5031482
1243	21.49961969
1244	21.49731823
1245	21.49677053
1246	21.49475994
1247	21.49199328
1248	21.48990718
1249	21.48607404
1250	21.4847371
1251	21.48246477
1252	21.48193955
1253	21.48049273
1254	21.47826668
1255	21.47718207
1256	21.47158681
1257	21.46923502
1258	21.46662605
1259	21.46201835
1260	21.45803874
1261	21.45752344
1262	21.45484624
1263	21.45327755
1264	21.45150622
1265	21.44839326
1266	21.44650904
1267	21.44529928
1268	21.4444885
1269	21.44165852
1270	21.43808283
1271	21.43535667
1272	21.43178265
1273	21.42973941
1274	21.42882935
1275	21.42592113
1276	21.42314126
1277	21.42032909
1278	21.41760269
1279	21.4151849
1280	21.41366984
1281	21.41197481
1282	21.40920236
1283	21.40824983
1284	21.40599493
1285	21.40418496
1286	21.4026729
1287	21.39934968
1288	21.39741544
1289	21.39465434
1290	21.3922508
1291	21.38984212
1292	21.38820975
1293	21.38585382
1294	21.38222166
1295	21.38117882
1296	21.38019841
1297	21.37671633
1298	21.37560902
1299	21.37236231
1300	21.36961894
1301	21.36772577
1302	21.36508015
1303	21.36287774
1304	21.35919622
1305	21.35861875
1306	21.35729264
1307	21.35559927
1308	21.35246245
1309	21.34931626
1310	21.34820221
1311	21.34628115
1312	21.34567369
1313	21.34396309
1314	21.33778959
1315	21.33677835
1316	21.33261464
1317	21.32969256
1318	21.32780602
1319	21.32726596
1320	21.32679536
1321	21.32445487
1322	21.32399327
1323	21.32147653
1324	21.31924275
1325	21.31651003
1326	21.31416882
1327	21.30901664
1328	21.30735964
1329	21.30512789
1330	21.30155865
1331	21.30018536
1332	21.2983026
1333	21.29715429
1334	21.29527157
1335	21.28969891
1336	21.28815389
1337	21.28672413
1338	21.28382355
1339	21.28158444
1340	21.27876121
1341	21.27682965
1342	21.27415209
1343	21.27329822
1344	21.2723632
1345	21.26745295
1346	21.26550605
1347	21.26372075
1348	21.2628485
1349	21.26255936
1350	21.25744728
1351	21.25584817
1352	21.25448064
1353	21.25256399
1354	21.25133456
1355	21.25043689
1356	21.24703081
1357	21.2439384
1358	21.23839124
1359	21.23778974
1360	21.23434054
1361	21.23328058
1362	21.23184701
1363	21.22803502
1364	21.22686926
1365	21.22448066
1366	21.22027648
1367	21.21846918
1368	21.2139227
1369	21.21264743
1370	21.21152737
1371	21.20966757
1372	21.20863925
1373	21.20784943
1374	21.20558318
1375	21.20302277
1376	21.19992371
1377	21.1991523
1378	21.19554098
1379	21.19417597
1380	21.19105026
1381	21.18820429
1382	21.18607026
1383	21.18416091
1384	21.18097595
1385	21.17762441
1386	21.17486484
1387	21.17316904
1388	21.17209445
1389	21.17122956
1390	21.16880483
1391	21.16679798
1392	21.16509146
1393	21.16246825
1394	21.15844621
1395	21.15612768
1396	21.15357109
1397	21.15257893
1398	21.15165064
1399	21.14876257
1400	21.14527418
1401	21.14194387
1402	21.14058422
1403	21.13642127
1404	21.13493246
1405	21.13316793
1406	21.13151754
1407	21.12359289
1408	21.12308214
1409	21.12142534
1410	21.11692227
1411	21.11280234
1412	21.11140214
1413	21.10918126
1414	21.10654735
1415	21.10586536
1416	21.10474998
1417	21.10304057
1418	21.09813801
1419	21.09598855
1420	21.09296838
1421	21.09133989
1422	21.08909969
1423	21.08672657
1424	21.08621337
1425	21.08382275
1426	21.08339139
1427	21.08284599
1428	21.07043203
1429	21.06929608
1430	21.06790287
1431	21.06688049
1432	21.06409768
1433	21.06151338
1434	21.05892101
1435	21.05729974
1436	21.05503414
1437	21.05325453
1438	21.04899685
1439	21.04822843
1440	21.0478236
1441	21.04664485
1442	21.04560741
1443	21.04461639
1444	21.04072415
1445	21.03964108
1446	21.03662688
1447	21.03437582
1448	21.03348304
1449	21.03297936
1450	21.03143322
1451	21.02873859
1452	21.02351704
1453	21.02194687
1454	21.01835704
1455	21.01797457
1456	21.01649337
1457	21.01143412
1458	21.00719973
1459	21.00588968
1460	21.00514129
1461	21.00462994
1462	21.00313078
1463	21.00093075
1464	20.99925655
1465	20.99310117
1466	20.98989929
1467	20.98820606
1468	20.98606547
1469	20.98238175
1470	20.98192603
1471	20.97865796
1472	20.97546529
1473	20.97265824
1474	20.97205762
1475	20.96933638
1476	20.96857155
1477	20.96712378
1478	20.96599007
1479	20.96504989
1480	20.96345231
1481	20.9626185
1482	20.96123245
1483	20.9591883
1484	20.95794681
1485	20.95655569
1486	20.95317117
1487	20.95228684
1488	20.95137845
1489	20.95023394
1490	20.94880177
1491	20.94731129
1492	20.94519346
1493	20.94250492
1494	20.93940888
1495	20.93567379
1496	20.93447778
1497	20.93338976
1498	20.93187335
1499	20.92948742
1500	20.92677603
1501	20.92530668
1502	20.92300447
1503	20.92170802
1504	20.91970854
1505	20.91919345
1506	20.91697898
1507	20.91463679
1508	20.91311207
1509	20.91184643
1510	20.91023173
1511	20.90868306
1512	20.90832712
1513	20.9075136
1514	20.90492005
1515	20.9040755
1516	20.90273275
1517	20.90129526
1518	20.89898138
1519	20.89605584
1520	20.89503369
1521	20.89462228
1522	20.88981209
1523	20.88872221
1524	20.88772833
1525	20.88659589
1526	20.884064
1527	20.88159462
1528	20.8791386
1529	20.87760374
1530	20.87703351
1531	20.87594601
1532	20.87429288
1533	20.87128552
1534	20.86648794
1535	20.8659595
1536	20.86387103
1537	20.86205785
1538	20.8599512
1539	20.85933724
1540	20.85785572
1541	20.85653316
1542	20.8546835
1543	20.85245794
1544	20.85168103
1545	20.85034964
1546	20.84874757
1547	20.84656898
1548	20.84527041
1549	20.84182942
1550	20.8410606
1551	20.83547225
1552	20.83405754
1553	20.83284641
1554	20.83140944
1555	20.83048306
1556	20.82777755
1557	20.82722598
1558	20.82546384
1559	20.8228319
1560	20.82208451
1561	20.82021005
1562	20.81965582
1563	20.81564208
1564	20.81489327
1565	20.81373936
1566	20.81182391
1567	20.81019298
1568	20.80766784
1569	20.80738096
1570	20.80505899
1571	20.80370079
1572	20.80191833
1573	20.79773294
1574	20.79664433
1575	20.79175579
1576	20.79038208
1577	20.78874394
1578	20.78626643
1579	20.78454377
1580	20.78373458
1581	20.78193962
1582	20.77987031
1583	20.77761314
1584	20.77608553
1585	20.77321423
1586	20.77213049
1587	20.76974046
1588	20.76303801
1589	20.76085408
1590	20.75704361
1591	20.7562658
1592	20.75273814
1593	20.75037066
1594	20.74527881
1595	20.74181766
1596	20.74049953
1597	20.73906675
1598	20.73743312
1599	20.73547064
1600	20.73257525
1601	20.7316877
1602	20.72999132
1603	20.72829281
1604	20.72754463
1605	20.7247
1606	20.7221991
1607	20.71894215
1608	20.71664202
1609	20.71183774
1610	20.70891323
1611	20.70508972
1612	20.70006007
1613	20.69868984
1614	20.69671832
1615	20.69467067
1616	20.68995078
1617	20.68787711
1618	20.68408645
1619	20.68195684
1620	20.6812371
1621	20.67936466
1622	20.6773421
1623	20.67663419
1624	20.67630526
1625	20.67492385
1626	20.67339036
1627	20.67221252
1628	20.67040318
1629	20.66790213
1630	20.66608341
1631	20.66432148
1632	20.66074263
1633	20.65998732
1634	20.65719983
1635	20.65611571
1636	20.65441476
1637	20.65363921
1638	20.65260472
1639	20.64960176
1640	20.64824433
1641	20.64535775
1642	20.64360286
1643	20.64246513
1644	20.64097892
1645	20.63938648
1646	20.63736315
1647	20.63636562
1648	20.63523926
1649	20.63221003
1650	20.63056873
1651	20.62716449
1652	20.62627438
1653	20.62485134
1654	20.62438262
1655	20.62365765
1656	20.62181064
1657	20.62066185
1658	20.62039757
1659	20.6172504
1660	20.61657202
1661	20.61574334
1662	20.61443429
1663	20.61182171
1664	20.61097652
1665	20.60783362
1666	20.60718
